timestamp,responseTime,testname,minutesPerTest,repeatTestCount,telemetryInApp,orderOfMagnitude.name,orderOfMagnitude.value,orderOfMagnitude.estimatedResponseTime,orderOfMagnitude.secureResponseTime,baseURL,concurrentUsers,agreementId,currentIteration,telemetryStatus,requests,url,delay,total_heap_size_before,total_heap_size_executable_before,used_heap_size_before,heap_size_limit_before,malloced_memory_before,total_heap_size_after,total_heap_size_executable_after,used_heap_size_after,heap_size_limit_after,malloced_memory_after
2024-09-06T13:12:26.999Z,1461.755,TC-001 Registry Enabler,1,3,true,small,1,1500,3000,http://localhost:5400,1,tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0,3,UNKNOWN,15,http://localhost:5400/api/v6/states/tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0/guarantees?from=2024-02-01T05:00:00.000Z&to=2024-02-01T05:59:59.999Z&newPeriodsFromGuarantees=false,3000,92.102,1.297,60.484,2048,0.094,159.023,1.844,126.536,2048,0.094
2024-09-06T13:12:30.000Z,2465.214,TC-001 Registry Enabler,1,3,true,small,1,1500,3000,http://localhost:5400,1,tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0,3,UNKNOWN,15,http://localhost:5400/api/v6/states/tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0/guarantees?from=2024-02-01T05:00:00.000Z&to=2024-02-01T05:59:59.999Z&newPeriodsFromGuarantees=false,3000,92.102,1.297,60.484,2048,0.094,159.023,1.844,126.536,2048,0.094
2024-09-06T13:12:32.999Z,1434.141,TC-001 Registry Enabler,1,3,true,small,1,1500,3000,http://localhost:5400,1,tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0,3,UNKNOWN,15,http://localhost:5400/api/v6/states/tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0/guarantees?from=2024-02-01T05:00:00.000Z&to=2024-02-01T05:59:59.999Z&newPeriodsFromGuarantees=false,3000,92.102,1.297,60.484,2048,0.094,159.023,1.844,126.536,2048,0.094
2024-09-06T13:12:36.000Z,1428.797,TC-001 Registry Enabler,1,3,true,small,1,1500,3000,http://localhost:5400,1,tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0,3,UNKNOWN,15,http://localhost:5400/api/v6/states/tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0/guarantees?from=2024-02-01T05:00:00.000Z&to=2024-02-01T05:59:59.999Z&newPeriodsFromGuarantees=false,3000,92.102,1.297,60.484,2048,0.094,159.023,1.844,126.536,2048,0.094
2024-09-06T13:12:39.000Z,1424.12,TC-001 Registry Enabler,1,3,true,small,1,1500,3000,http://localhost:5400,1,tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0,3,UNKNOWN,15,http://localhost:5400/api/v6/states/tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0/guarantees?from=2024-02-01T05:00:00.000Z&to=2024-02-01T05:59:59.999Z&newPeriodsFromGuarantees=false,3000,92.102,1.297,60.484,2048,0.094,159.023,1.844,126.536,2048,0.094
2024-09-06T13:12:42.000Z,2475.414,TC-001 Registry Enabler,1,3,true,small,1,1500,3000,http://localhost:5400,1,tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0,3,UNKNOWN,15,http://localhost:5400/api/v6/states/tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0/guarantees?from=2024-02-01T05:00:00.000Z&to=2024-02-01T05:59:59.999Z&newPeriodsFromGuarantees=false,3000,92.102,1.297,60.484,2048,0.094,159.023,1.844,126.536,2048,0.094
2024-09-06T13:12:44.999Z,1401.31,TC-001 Registry Enabler,1,3,true,small,1,1500,3000,http://localhost:5400,1,tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0,3,UNKNOWN,15,http://localhost:5400/api/v6/states/tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0/guarantees?from=2024-02-01T05:00:00.000Z&to=2024-02-01T05:59:59.999Z&newPeriodsFromGuarantees=false,3000,92.102,1.297,60.484,2048,0.094,159.023,1.844,126.536,2048,0.094
2024-09-06T13:12:48.000Z,1459.986,TC-001 Registry Enabler,1,3,true,small,1,1500,3000,http://localhost:5400,1,tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0,3,UNKNOWN,15,http://localhost:5400/api/v6/states/tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0/guarantees?from=2024-02-01T05:00:00.000Z&to=2024-02-01T05:59:59.999Z&newPeriodsFromGuarantees=false,3000,92.102,1.297,60.484,2048,0.094,159.023,1.844,126.536,2048,0.094
timestamp,responseTime,testname,minutesPerTest,repeatTestCount,telemetryInApp,orderOfMagnitude.name,orderOfMagnitude.value,orderOfMagnitude.estimatedResponseTime,orderOfMagnitude.secureResponseTime,baseURL,concurrentUsers,agreementId,currentIteration,telemetryStatus,requests,url,delay,total_heap_size_before,total_heap_size_executable_before,used_heap_size_before,heap_size_limit_before,malloced_memory_before,total_heap_size_after,total_heap_size_executable_after,used_heap_size_after,heap_size_limit_after,malloced_memory_after
2024-09-06T13:13:05.696Z,4477.626,TC-001 Registry Enabler,1,3,true,medium,24,4500,6000,http://localhost:5400,1,tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0,1,UNKNOWN,7,http://localhost:5400/api/v6/states/tpa-Load-test-GH-motero2k_Bluejay-test-TPA-23-24-v0/guarantees?from=2024-02-01T05:00:00.000Z&to=2024-02-02T04:59:59.999Z&newPeriodsFromGuarantees=false,6000,91.602,1.297,60.784,2048,0.094,276.234,2.094,211.047,2048,0.094
